Timestamp,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
57376.0,1.1032768792240242,0.08952699067456223,-0.29796907785203064,-0.2472803624467566,-0.2063775605493614,-0.1697152281729241,-0.1245505042036622,-0.6014525627878475,-0.6713079512997208,-0.3647656104934701,4.0
57388.0,0.9711529971681642,-0.1100020814044314,-0.33301322924915105,-0.17583526458468238,-0.24813701259321622,-0.13452085255385016,-0.05205986610526142,0.059035206146580324,-0.4628998368689767,0.7800341788440398,0.0
58315.0,1.0151942911867842,-1.1076474417993996,-0.2739598271413792,0.1535132309889798,-0.08992384334027198,-0.1658310974179968,0.4126204390290296,0.2510733496664378,-0.03674275938127583,-0.1869849373257627,0.0
59318.0,0.3986161749261044,-0.8582361017006574,-0.3063793166851575,-0.030560635419120453,-0.044729085430167986,0.061405376671794736,0.09563798581504664,0.17601659799964084,0.025504043349141126,-0.2921654221724583,0.0
61295.0,0.4426574689447244,-0.5589424935821671,-0.025448143647186058,-0.18379070150442117,-0.0032847990621158573,0.5049671789138721,0.011952867889578916,-0.3876951265048285,-0.6698532289726876,-0.5642237250503136,0.0
62299.0,-0.614333587502155,-0.6088247616019155,-0.33175005487251424,-0.26846555910595055,-0.2810403091470158,-0.26373491232463714,-0.15508919102831545,-0.739105131399413,-0.7765073448441154,-0.665684412262187,0.0
63310.0,-0.922622645632495,-0.20976661744392822,0.11643553486066553,-0.15967166277676,-0.22166309582579127,-0.2091791826371089,-0.10520629720607588,-0.5998221601139373,-0.6556122630343635,-0.5679435226851357,0.0
64332.0,-1.2309117037628348,0.08952699067456223,-0.2614830009872399,-0.25821359412512696,-0.16342047893745643,-0.22859983641174533,-0.12878034022952464,-0.6436101176418125,-0.5704727247364254,-0.5551166342891972,0.0
65284.0,-1.9355724080607546,0.18929152671405902,0.27609600937180007,0.006568399597174357,0.3296247042882527,0.5056787753880573,-0.029907923124990552,-0.4976890783268451,0.33290984035113874,0.00349435535392382,0.0
66294.0,-1.9796137020793745,0.5384674028522979,0.7918763241793032,1.9132251107520897,1.2162172668887656,0.7685840227463795,0.699501774662414,0.6603044208179109,0.3403365806523078,-0.22392637590606554,1.0
68343.0,-2.948522170489014,-1.157529709819148,1.0287840826805708,0.8503281926812957,-0.16058398785523234,-0.08301905773469986,0.035581607068534506,-0.16165144150055724,-0.5631225487682581,0.15613432726559182,1.0
69282.0,-2.2438614661910945,-1.40694104991789,-0.22071583549219656,-0.234709893059766,-0.03911913640088032,-0.11192766449847162,-0.10296375483029538,-0.41343219728584035,-0.4095344967667619,-0.4294131280090001,1.0
70276.0,-1.9796137020793745,-2.1052928021943678,0.9690544056117221,0.24953887082544038,-0.1796830278088746,-0.22699874434482872,-0.06445766135347886,-0.3114155728325989,-0.4197175530559937,-0.45096230051417674,1.0
71293.0,-1.3630355858186947,-1.6064701219968835,1.1081227544357959,0.48897115049547996,-0.14734702947151987,0.14202332722635413,-0.024657092196333757,0.02852338467768848,-0.07502492588214726,-0.18005841759195593,1.0
72340.0,-0.2179619413345753,-1.8059991940758773,-0.29285083827877106,-0.06693148653008105,-0.276943155361581,-0.23085322524666496,0.009455076788099816,0.46110415126623333,-0.3874074045292582,-0.1445279367352063,1.0
73267.0,-0.922622645632495,-2.554233214372103,0.08045591942046976,1.7216902751885992,0.721470189013722,-0.04367370268287922,-0.04361842610537219,0.09146857362400924,0.2477703020532007,-0.4131229797461582,1.0
74273.0,-0.878581351613875,-1.905763730115374,-0.12616842507486997,0.39104455680941325,-0.0914681551517051,0.0488931386673725,-0.07957203232520277,0.009831982594645957,-0.18849326739073022,-0.008819457506177127,1.0
