Timestamp,Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
54127.0,1.7064698465611254,-1.4202560242242916,-0.33415382043244257,-0.13489916681776573,-0.1824172789706261,-0.2265791232447137,-0.385381305375104,0.775107411539881,1.669166506248183,1.5451787292122159,4.0
55056.0,1.320626855585535,-0.6558933410538571,-0.3796225987538837,-0.27694554265739235,0.06084811681927949,0.360653682411639,-0.6112653617096336,0.11804391315240985,0.5206609469569978,0.3832431047016125,0.0
57043.0,0.2274050478213623,1.0639226960796209,-0.26136168061710546,-0.16088852980276477,-0.06020303452450214,-0.16353306438149484,-0.07946846660668415,0.8882761783476527,2.653664210073699,1.9562218518714583,0.0
58203.0,-1.3159669160809992,0.8728320252870122,-0.3424227030020532,0.790115351728486,0.1690157753371154,0.10893497692927263,0.2825772364604362,-0.7724049957870317,-0.23179267564648565,-0.2758587216103753,0.0
59952.0,-0.6085880992924169,-0.46480267026124844,-0.38500979925821166,-0.3330757761350892,-0.30539200736828154,-0.47297748620697716,-0.5134273572693284,-0.7067590563220254,-0.26964064229240936,-0.82794605302524,0.0
60475.0,-0.09413077799162967,-1.4202560242242916,-0.38258712637970677,-0.2764825492550468,-0.20048995640702216,-0.41957454816144474,1.0770037978605185,1.2853737017372002,1.9165300025411847,0.7651818668239804,0.0
61562.0,-0.4156666038046216,-1.1017715729032773,-0.2826865757140378,-0.1852111165393197,-0.08865408118179893,-0.08731915778102144,-0.3177513483887179,-0.2071652654855816,0.9851996804325616,-0.03227761188637978,0.0
62073.0,1.2563196904229366,-1.6750435852811032,-0.2703291527782997,-0.08338343425011321,-0.29317952979368717,-0.23462614130636925,0.03595332665008149,0.9559357969373524,2.5887819815378297,0.732495431144106,0.0
65001.0,0.6132480387969527,-1.4839529144884946,0.2308618587297056,-0.01882672084972663,-0.2622233595313454,0.054467970379719656,0.04812671890763099,0.9472769767011706,0.5859937465243662,-0.028695536743379848,1.0
66047.0,-0.22274510831682645,-0.46480267026124844,-0.37453991166127176,-0.24297726003863765,0.07735509200252244,-0.2050982403197984,0.3145887494339923,-0.09822522483966618,-0.5643140968928154,-0.16705318914175227,1.0
67017.0,0.5489408736343543,-1.4202560242242916,-0.38219081113063524,-0.23532243578652393,-0.2582867367234175,-0.3911107156788945,-0.3060288225110776,0.5451452554998896,-0.27639920776489574,-0.22929174475137612,1.0
