Timestamp;Attention;Meditation;Delta;Theta;LowAlpha;HighAlpha;LowBeta;HighBeta;LowGamma;HighGamma;Signal;Key
136517;100;51;6049;2763;3100;1264;712;3903;1665;3988;0;Left
137489;100;56;4244;5241;789;4764;3453;2482;575;1155;0;Left
138515;100;66;7420;6363;1614;4656;5845;4038;1056;1911;0;Left
139521;77;50;120131;36825;1331;2566;2753;1117;1165;372;0;None
140493;63;41;1382383;27465;14308;6290;25695;7477;1551;1958;0;None
141499;38;16;23812;34818;2395;1003;2722;843;369;618;0;None
142503;38;13;4587;7167;872;4782;6194;3650;1666;1309;0;None
143480;38;13;294505;15400;5248;5279;2782;6929;1457;2335;51;Up
144475;38;13;435318;11236;4200;4023;4275;2476;682;295;25;Up
145486;66;38;20548;5421;2512;4898;2950;5125;2509;1466;0;Up
146458;70;35;7379;4826;774;1928;1690;2025;1569;1360;0;Up
147467;94;48;6386;5996;1456;621;3153;1870;882;899;0;Up
148466;91;63;2884;4745;3370;4745;1099;2384;3079;2280;0;Up
149447;94;56;1640;4362;2452;1003;1972;4623;1404;967;0;Up
150435;91;70;4151;5120;5058;597;237;2098;874;620;0;Up
151452;84;97;18474;4236;16891;2970;2102;2638;1001;775;0;Up
152423;84;100;3238;2644;1423;6227;464;1995;1017;1073;0;Up
153432;83;100;11537;4544;2169;3663;3513;5301;1540;931;0;Up
154435;87;90;2502;3768;1545;2230;815;2212;1202;1316;0;Up
155414;96;80;455;2456;3105;4611;2114;3056;1051;989;0;Up
156416;100;63;3988;7538;2069;2875;1692;3899;1010;1030;0;Up
157417;91;57;28083;11946;3647;1980;2318;3571;1263;2529;0;Up
158394;81;44;33709;30709;5707;1826;5424;4068;514;1427;0;Up
159390;63;17;56511;33310;2549;2374;2428;1929;1284;1368;0;None
160400;57;21;1649;3225;3797;904;4718;1639;924;2316;0;None
161402;60;34;16521;6536;7365;1898;2397;4020;1976;661;0;None
162379;70;35;2260;7044;1622;1317;2633;3136;401;1807;0;None
163386;70;35;472388;489374;23813;111390;112562;97570;29678;34642;51;Down
164388;70;35;70716;2795;534;544;276;208;91;52;25;Down
165368;90;51;48452;2786;1361;3091;6048;1946;1439;909;0;Down
166368;94;40;8749;5033;1266;955;3201;2685;959;953;0;Down
167389;94;23;5115;7494;1130;1231;1688;2523;1965;704;0;Down
168368;100;10;3671;8069;393;1022;2780;5914;1333;521;0;Down
169373;94;8;6558;7062;2387;2202;3430;1681;1390;554;0;Down
170377;87;7;1160;8349;752;1004;828;1455;1116;766;0;Down
171358;87;29;2583;2205;2693;5512;1499;2983;1904;1590;0;Down
172340;87;54;4212;2965;4705;1856;2045;5534;780;1122;0;Down
173364;88;63;3866;6401;1609;6736;2461;2592;1879;622;0;Down
174337;84;66;10799;21375;3922;2867;6858;2776;1694;1439;0;Down
175342;90;40;13597;6762;578;1703;2825;4535;1460;1920;0;Down
176344;80;40;9590;6069;3702;3010;3583;2453;1568;1196;0;Down
177321;87;30;1176;2845;1629;2112;3735;2213;1124;732;0;Down
178327;83;44;16407;20360;12278;6590;8219;2746;1872;1888;0;Down
179388;66;67;7954;15253;15881;5081;3062;3431;1611;1581;0;None
180290;47;64;59578;43382;10635;8037;3017;1931;2064;1264;0;None
181307;26;54;61898;38062;4672;3255;2038;2275;1054;1405;0;None
182306;44;29;3211;5138;262;578;3789;2463;1249;2639;0;None
183291;53;24;4431;5673;461;6126;2109;2363;1638;1843;0;Right
184301;53;24;155384;63656;30046;34738;21365;28604;13410;10087;51;Right
185321;53;24;574470;46342;11086;7726;4396;1284;2623;4546;51;Right
186273;84;21;109819;3256;1986;1925;4802;4921;3180;4985;0;Right
187277;100;41;5522;7522;9225;1066;1411;4166;6436;1282;0;Right
188280;96;70;17282;10983;13811;2177;2865;6320;1215;1546;0;Right
189257;87;74;4995;7778;5117;5705;5407;1763;2452;2124;0;Right
190290;83;87;2639;2652;7208;2149;2783;5511;1285;1748;0;Right
191266;93;80;6246;1245;2324;954;1563;4007;1173;514;0;Right
192263;94;80;3606;2451;4128;2061;2027;2486;2067;737;0;Right
193241;100;60;8867;2213;1022;215;848;5357;1087;997;0;Right
194271;100;48;9946;2813;1651;981;2147;1839;1217;1094;0;Right
195268;96;43;4785;13924;3856;2610;373;6755;1330;1800;0;Right
196221;97;35;2846;3850;1060;3023;625;4194;1861;738;0;Right
197233;81;41;22562;8895;1355;1828;2985;2063;1522;1020;0;Right
198249;66;44;85025;30535;10394;8919;2418;3767;1923;839;0;Right
199230;63;48;32744;7627;3463;2990;4763;3331;1643;1289;0;None
200228;60;48;28504;3992;500;2955;939;2514;2628;1298;0;None
201235;67;54;4254;3742;2097;1248;1283;3617;1399;1245;0;None
202209;69;61;6503;7143;3021;5975;651;1618;939;2558;0;None
203212;69;61;1731425;896635;550828;582958;1433520;312986;173018;155568;51;Left
204225;69;61;20583;8498;1628;1121;738;328;125;103;25;Left
205203;75;64;126524;6140;5903;304;2342;4888;858;754;0;Left
206199;74;67;3834;4591;4051;661;724;2728;2947;1505;0;Left
207197;75;70;1547;2031;2296;3325;2119;5201;1100;1078;0;Left
208166;81;64;2827;6335;1361;3995;1567;2122;678;794;0;Left
209180;78;74;5708;2431;2419;4191;1996;2363;810;1557;0;Left
210178;75;57;56784;22913;3847;2417;4975;5771;1125;1493;0;Left
211164;74;44;10964;6428;1909;823;1793;5523;648;1229;0;Left
212166;75;48;2853;4832;3757;3089;2134;2775;964;1188;0;Left
213173;87;30;11585;2598;1830;270;2153;4205;723;536;0;Left
214149;96;43;5675;1747;2814;545;2622;2841;1698;975;0;Left
215145;87;60;5785;7404;7496;1870;3318;3768;908;982;0;Left
216148;93;53;3641;3465;1446;3029;2598;3368;1003;1878;0;Left
217128;87;48;4119;7543;837;998;1104;4114;1222;519;0;Left
218155;78;48;10509;10755;2145;6612;1907;4933;1645;1460;0;Left
219165;70;63;10342;6073;15681;7938;1146;3016;1136;718;0;None
220112;56;57;54851;53325;13331;8196;3323;6699;609;1099;0;None
221115;56;63;5359;6198;2480;557;1706;3632;1211;701;0;None
222147;51;60;8476;14625;5583;2491;1098;3112;1731;483;0;None
223105;51;60;703020;108260;130737;175048;39204;43034;26917;4493;51;None
224103;51;60;135536;22438;2802;1137;940;810;234;117;25;Up
225114;60;34;41131;8877;706;2542;870;3244;524;614;0;Up
226090;64;41;11780;6845;3825;3950;2995;2531;1588;2140;0;Up
227113;61;38;3448;10374;714;1710;403;3536;936;987;0;Up
228195;66;38;2088;3855;945;3038;2512;1893;1207;462;0;Up
229085;67;51;575;2218;2979;4557;4340;3238;1807;663;0;Up
230091;64;53;5213;9466;10794;1565;3591;2678;2185;883;0;Up
231128;60;53;2438;10029;1606;612;1410;1748;1094;2474;0;Up
232122;53;57;6877;10451;8309;2655;2565;2462;676;1330;0;Up
233072;51;51;3466;4790;4293;1011;3524;3149;1166;1441;0;Up
234077;50;44;5433;10144;2125;3536;1688;1672;1102;552;0;Up
235109;50;64;5875;6880;9200;3949;3098;2626;886;1421;0;Up
236053;56;74;2105;3664;8562;843;912;2872;1267;1437;0;Up
237062;61;78;7569;2515;3988;2061;2299;4044;1191;657;0;Up
238064;57;75;24365;23719;8107;2416;4144;2987;1940;1509;0;Up
239041;66;57;2736;11246;200;4586;2006;6601;475;612;0;None
240048;67;56;7755;2996;6493;2200;1009;3208;1052;1323;0;None
241049;43;47;167447;95683;15186;14994;14879;4497;1597;2468;0;None
242028;37;35;64406;29012;3653;713;700;1380;328;321;0;None
243057;11;34;1449178;160453;12355;23053;14337;4508;4992;4543;0;None
244029;8;17;1021039;116763;40505;43621;80358;40815;18653;14084;0;None
245007;8;17;557421;33978;37897;11331;31399;33324;16821;14786;51;None
246060;8;17;173043;11498;3210;3036;1022;3075;6653;2365;25;None
247046;17;4;220529;120154;4034;451;26228;13520;22826;5858;0;None
248976;29;27;104464;11039;10404;5779;6129;3675;3051;1405;0;None
250288;41;43;7807;9887;1342;2185;2007;2076;3237;2204;0;None
250997;56;75;7487;9877;20242;7624;7341;17075;10445;4569;0;None
252089;53;67;208518;24219;2687;8477;2964;3352;6198;1706;0;None
253119;57;80;688183;12431;20635;8621;2080;8808;11112;3540;0;None
254162;50;74;453209;141943;17827;1465;8801;9886;3278;2902;0;None
255483;41;66;628100;126627;35295;36227;25072;33099;9794;5298;0;None
256014;37;66;811231;24885;10137;1578;2762;1949;1515;556;0;None
257396;27;63;416717;28424;32543;6994;8128;6648;1560;4182;0;None
258198;23;69;903603;33652;3135;6086;5988;1621;1848;854;0;LButton
259033;11;50;67437;30751;1040;875;2744;1586;1230;871;0;LButton
123009;48;21;468675;174202;8577;19305;17146;23426;29425;10122;0;LButton
123120;47;30;98163;25886;18034;23444;10977;18521;15862;14097;0;None
124618;40;38;111774;21909;6006;1006;6429;3344;7732;1616;0;None
125430;37;50;142530;22248;9191;6086;5007;7385;5564;3634;0;None
125981;48;54;58951;4755;965;1237;3029;4567;3496;983;0;None
127324;47;37;1534038;152404;19379;22001;21396;32967;50509;24748;0;None
127904;37;24;789006;1193321;57484;53216;29428;40296;77430;27249;0;None
128904;38;38;686906;42779;61679;54283;20426;43808;24538;9409;0;None
130176;26;30;1326790;279322;12760;19910;8375;35570;43579;11082;0;None
130919;37;37;26761;10946;10606;3386;10165;21065;27842;17737;0;Up
131882;69;47;44680;3491;6231;1389;8321;30720;7453;22177;0;Up
132920;80;26;941;6734;4104;6662;16412;18331;18558;11595;0;Up
133872;97;27;36540;10542;2211;2519;8930;21841;20173;5352;0;Up
134874;97;26;2151;6385;5434;4036;11287;13685;17843;18026;0;Up
135901;94;17;12281;17292;1857;4405;6217;39634;12404;5936;0;Up
136877;100;13;13134;7995;4915;5915;12023;41132;20729;10108;0;Up
137854;88;26;37738;49521;20191;4866;8795;25144;26311;6676;0;Up
138890;80;26;12289;12154;3606;2449;2597;4607;5814;1167;0;Up
139839;80;37;5896;8609;5773;3305;8702;28211;20897;13581;0;Up
140866;78;38;7824;4383;2069;2917;2316;18633;15583;7006;0;Up
141871;91;41;7518;2674;12768;3481;3312;34815;14918;6166;0;Up
142844;100;44;4315;6229;7835;2515;5824;15792;25008;7730;0;Up
143850;97;41;8272;11948;1211;4600;11199;16972;11851;4955;0;Up
144807;91;43;51687;17383;7015;2216;5318;22216;31331;13695;0;Up
145925;81;47;35923;3882;2835;2558;2066;4864;4522;6760;0;Up
147003;70;50;428801;22026;5152;16119;12857;10075;15505;6220;0;None
148210;61;57;78146;62852;13885;15990;16581;20613;13110;4720;0;None
148824;60;61;9173;16509;3564;9786;13211;21405;8765;6158;0;None
150002;69;38;14179;14224;2862;1798;3755;35774;17805;16053;0;None
150818;83;20;1410;10362;1796;4017;13381;24392;19716;8757;0;Down
154305;100;11;4258;3555;5437;1025;5631;31248;13588;4689;0;Down
156679;100;35;3566;2398;2724;11536;4780;20930;8130;6175;0;Down
159933;100;35;13703;11246;386;3395;4195;13690;12844;13092;0;Down
161885;93;38;3790;2752;857;1145;873;6505;5318;1633;0;Down
163553;77;21;2085;2596;1762;3804;6046;14935;33292;12140;0;Down
166968;93;30;5156;12753;12525;14052;18978;13741;30162;4620;0;Down
167821;70;57;3069;29448;467;4633;6954;20262;34604;7808;0;None
168871;77;47;8471;4233;2774;3094;6831;26081;19185;4503;0;None
169479;81;27;31323;25326;3969;5778;19955;23000;16562;6303;0;None
170528;83;26;7468;3273;3168;7820;6435;7041;16493;9135;0;None
171120;96;23;2503;3774;1052;1302;10555;20262;21092;3294;0;None
171770;81;38;28711;22052;4656;15380;8777;12916;24065;5318;0;Left
172699;77;44;85539;36132;10619;3842;7976;19458;21579;7980;0;Left
173901;91;23;9933;3191;822;3208;10703;26251;21597;8268;0;Left
174700;83;34;11387;20294;6676;4753;10567;44145;32188;4285;0;Left
175669;96;24;4838;4105;1552;4554;4196;17481;21765;4846;0;Left
176774;100;24;9303;8957;16297;1812;5697;61630;9273;8682;0;Left
177740;100;37;18885;9607;2936;6677;2965;22427;15512;3496;0;Left
178677;100;41;10946;1316;1632;5531;5771;23751;31200;6837;0;Left
179670;97;48;9594;5394;198;5049;1894;6467;26460;7251;0;Left
180658;93;50;5290;8269;4232;2666;3234;14970;32293;9290;0;Left
181787;96;50;2978;5142;1179;6724;2590;22566;24094;19941;0;Left
182658;96;47;22322;5532;2270;3942;5856;28686;28234;6792;0;Left
183688;100;48;8951;6591;8674;2541;2178;13874;9260;9721;0;Left
184635;94;50;6277;19460;10612;2169;1204;20312;7943;15088;0;Left
185732;91;50;16970;9344;5449;3522;3209;19010;16474;7109;0;Left
186890;90;44;9418;8037;1251;2959;7880;23082;8386;7826;0;None
187667;96;41;15730;2860;1294;7407;2995;21260;19517;12526;0;None
188646;97;38;5484;13672;5002;3591;3278;16231;17979;7150;0;None
189653;94;30;416017;38656;9159;4018;3507;35853;22945;6345;0;None
190691;84;34;12959;17486;605;4787;9872;14929;21073;7403;0;Right
191798;90;14;10851;4596;513;2223;2313;28568;24867;11860;0;Right
192643;93;16;3474;6431;4980;4364;2620;23970;46930;21820;0;Right
193701;100;10;12318;16835;3978;2197;4645;43181;22507;4511;0;Right
194940;100;20;11349;3295;1675;7553;4871;23305;15383;12533;0;Right
196171;100;26;2608;7555;1256;3341;2668;23720;23065;3419;0;Right
196603;100;7;5287;8627;1214;766;5850;40716;32201;4465;0;Right
197707;100;37;5465;5168;15816;5605;2376;12831;21246;6511;0;Right
198602;91;47;2882;6236;7881;3815;5675;8020;34702;16231;0;Right
199765;90;50;7491;9173;524;4840;6742;26027;15419;10032;0;Right
200638;88;66;11713;2849;4010;3198;5772;35897;12580;11925;0;Right
201622;100;47;6579;2190;1850;4344;4909;28724;21629;7313;0;Right
202559;100;34;13767;8004;3522;4269;4703;29222;22061;3031;0;Right
203543;100;41;17061;3769;4884;1759;2436;19326;23878;6055;0;Right
204552;100;41;8197;5675;3410;3039;2585;25455;11472;7985;0;Right
205552;100;44;8925;15000;5724;3081;5323;15754;22883;7180;0;Right
206572;97;40;671721;10959;2126;1892;2215;23489;18679;16070;0;None
207651;90;41;22103;11573;1881;5971;3475;10456;23566;4634;0;None
208516;90;37;20926;7527;3312;3074;14654;34450;13102;4013;0;None
209599;100;21;8300;5776;1296;712;3239;22426;27302;6624;0;None
210544;96;34;4628;5336;4293;897;2334;8941;14635;5671;0;None
211517;100;14;6227;7448;1933;1161;2992;35863;12532;12840;0;None
212529;100;27;11762;3354;4127;4309;10077;12713;14867;4871;0;Down
213534;100;40;7672;3564;724;9268;3927;43364;18875;11969;0;Down
214501;100;37;6255;1652;2136;2762;6124;16623;19505;4628;0;Down
215544;100;51;9620;9527;4273;3915;763;22403;19881;5067;0;Down
216498;100;41;23855;9375;1345;3059;6155;15129;27222;8147;0;Down
217533;87;38;4388;29082;3749;2108;2780;12136;24004;11847;0;Down
218534;78;44;8356;4813;2827;4755;1589;13176;21740;12511;0;Down
219539;81;44;7065;1817;2166;1808;2878;9662;12792;7889;0;Down
220552;81;64;2539;814;7877;8840;1665;21509;15989;7354;0;Down
221474;97;66;8033;7561;2456;3724;1884;28780;22383;9758;0;Down
222496;100;54;9432;10445;4316;2356;3985;33772;34830;8474;0;Down
223530;94;54;391034;22190;9018;5256;6163;22892;17610;7175;0;Down
224560;96;35;5445;11870;3123;2554;6854;22578;19064;7030;0;Down
225492;93;37;19258;7262;3477;2731;5220;23452;12920;12567;0;Down
226556;90;40;5648;4361;2465;1123;5546;10408;17651;4624;0;None
227457;88;40;31295;18908;8640;4204;5839;21870;7187;10715;0;None
228467;91;41;10385;6582;4733;1208;2883;25810;24373;8038;0;None
229456;91;38;5478;6106;1840;2657;10147;20433;21429;12381;0;None
230499;94;23;5346;15608;1702;1088;4366;30811;12731;3552;0;None
231437;97;13;2946;7860;977;2560;8574;10715;19021;8937;0;Up
232431;100;7;3384;6514;217;4245;2907;43281;19274;10909;0;Up
233502;100;10;4225;5784;501;5341;4188;23013;24120;8909;0;Up
234447;100;10;3145;4394;1530;725;2248;37404;13312;3970;0;Up
235416;100;21;77138;31319;7581;8672;1643;14157;12808;5281;0;Up
236466;83;35;37584;23075;2880;12110;10338;22532;36202;8410;0;Up
237602;64;30;613097;85820;3150;12813;11893;26182;11938;6236;0;Up
238442;54;44;6726;890;705;403;2404;3452;3987;3324;0;Up
239443;67;41;6573;4386;7234;1740;4866;21838;27617;4884;0;Up
240398;74;40;2611;7395;2952;5234;3888;21073;29456;8344;0;Up
241399;90;48;8086;4493;3181;2349;1318;18698;24448;27253;0;Up
242471;88;56;9399;4935;1083;6835;1378;17275;25089;19366;0;Up
243406;90;56;6967;2667;3377;2949;5235;14726;22016;11677;0;Up
244611;94;54;7080;2741;4428;6605;2378;40589;25518;12553;0;Up
245528;90;47;5567;8301;2755;1097;17841;11218;27918;10524;0;Up
246365;81;43;3782;17952;5061;6000;6071;15550;33078;18005;0;None
247352;75;56;6853;4682;7857;8666;1905;14988;32516;7280;0;None
248352;74;44;4808;8676;1823;1472;6914;23256;35744;12983;0;None
249397;74;53;5305;7410;3470;2225;4935;13914;19342;7301;0;None
250346;84;50;3445;6414;9832;2069;6152;41437;20183;6758;0;None
251345;91;38;2579;5471;5450;3636;3480;22531;20084;4648;0;Left
252349;94;43;14968;8509;2197;4443;2266;41864;20329;6708;0;Left
253330;96;41;5999;8531;4944;3083;4308;27979;20222;5251;0;Left
254327;100;35;3462;3304;1807;3285;4657;35454;12860;7511;0;Left
255687;100;30;7155;3481;1926;5030;7220;21555;47104;4303;0;Left
256980;93;35;20470;11284;2522;1662;2679;14075;20619;4660;0;Left
257353;93;38;2822;5201;6400;3529;3268;23917;38269;12680;0;Left
258316;90;35;4497;9549;2164;1507;2875;30026;18883;9181;0;Left
259324;91;40;5582;2432;5783;6036;2915;33169;17609;10396;0;Left
260327;100;23;12305;9243;2117;865;3949;53583;34985;6700;0;Left
261315;100;17;1418;2492;1480;4054;7043;18787;21911;7553;0;Left
262281;100;24;11748;4528;1460;2755;3535;22476;37014;7849;0;Left
263314;100;21;5081;2659;4262;1070;3802;16538;21738;12981;0;Left
264356;100;34;9946;9267;4812;3840;4732;62594;43031;5430;0;Left
265655;100;35;7014;5818;4713;2397;2969;23507;21582;3492;0;Left
266741;100;38;5969;5634;2902;1989;5544;12910;41977;8524;0;None
267915;97;35;2770;1546;517;1038;1262;5664;8604;1576;0;None
268863;87;40;5412;10817;3534;544;1399;13631;20313;14529;0;None
269920;90;38;5102;996;1988;1775;4833;13336;15940;14803;0;None
271190;87;40;10814;8705;3503;2289;1785;13744;26698;7116;0;Right
273570;84;35;5077;8500;946;2388;4096;17748;44314;4895;0;Right
274603;91;24;5512;16106;3133;1079;4269;41503;31259;5987;0;Right
274792;81;21;5340;14211;6533;9131;6074;20207;13512;9531;0;Right
275391;88;21;7682;3250;1780;1969;1589;26520;11828;8999;0;Right
276387;67;38;362092;79426;9041;19898;14879;20170;26247;7311;0;Right
278014;60;50;11987;7282;2468;1526;5410;4163;3597;1586;0;Right
280772;63;47;6467;7034;2017;11168;13094;19855;10485;10848;0;Right
282207;48;40;388785;95112;1213;11398;16449;20762;31417;5501;0;Right
282687;63;27;7305;5304;681;1550;8316;14790;15673;18285;0;Right
283571;53;38;24124;4201;10220;2408;5349;6277;7350;2327;0;Right
285005;74;27;2851;1979;2333;1133;18887;44664;28770;13296;0;Right
285197;54;44;7594;20892;4164;9972;8408;8646;10997;19605;0;None
286278;60;40;8389;7211;13870;2500;11886;17536;18453;8847;0;None
287285;67;53;4674;9463;10777;6495;6200;20380;23694;10179;0;None
288290;54;54;2225;20560;1056;2488;856;36452;31645;27304;0;None
289252;66;56;5957;4239;674;13004;6754;21538;17057;9082;0;None
290235;66;44;14727;21584;5917;4063;7411;25304;24120;10735;0;None
291349;66;35;11513;11738;7821;4301;30044;14743;28480;11085;0;Down
292188;64;56;14145;4574;2575;7248;3993;17642;19752;4022;0;Down
293311;70;38;2533;4942;1799;1253;5552;23998;72479;4103;0;Down
294148;74;34;10608;7578;526;1446;1026;10797;21129;7614;0;Down
295319;77;38;11153;9692;6705;3576;4386;15612;24299;8966;0;Down
296499;83;16;1018;4822;183;1675;6274;21182;24843;8210;0;Down
298734;74;54;25542;2220;5297;8435;1146;17181;16045;6672;0;Down
299220;69;61;4487;1626;2265;6404;5644;6268;30574;7790;0;Down
300109;61;84;5922;4334;3427;9707;6105;18605;22739;10368;0;Down
302928;64;84;2725;3731;3847;3267;3065;10923;19234;8552;0;Down
304408;63;60;4215;10295;3846;287;3551;18253;15650;33696;0;Down
304981;74;37;10210;2605;555;411;2818;12038;23184;10578;0;Down
305764;75;35;11864;9083;7830;6656;3195;32260;28224;4842;0;None
306210;81;23;11782;17066;3835;2103;8888;25061;25066;13553;0;None
307146;83;26;9581;7075;6334;1215;5336;26620;18903;6549;0;None
308186;70;47;33741;30961;12437;11894;2154;38775;13587;13222;0;None
309107;64;38;3241;12655;5332;751;9100;11869;29009;9935;0;None
310081;61;37;4918;14346;573;2327;3023;11694;16435;13999;0;None
311152;61;38;5017;6670;5573;3641;5593;25369;8905;9388;0;Up
312146;67;38;5665;3477;4397;3489;7051;17892;32087;8295;0;Up
313167;67;54;4659;8798;14400;2124;2722;14672;20452;8965;0;Up
314109;75;57;5961;9298;1380;3394;2563;23521;24720;10193;0;Up
315260;78;54;7690;5384;4200;1692;1454;24612;18760;9443;0;Up
316331;87;41;4511;3990;3310;2289;4091;47271;21004;12635;0;Up
317560;90;34;6134;6810;5658;4163;5058;17345;32030;4693;0;Up
318626;88;35;3079;7927;2190;1982;5505;16422;14146;10744;0;Up
319057;78;37;7803;12726;6001;1228;11723;11576;18060;4234;0;Up
320293;50;56;29292;36703;29157;7187;15317;10967;44669;14786;0;Up
321197;48;56;515111;26774;8776;15043;7627;38994;21232;16630;0;Up
322026;54;43;4694;7034;391;1970;6048;37570;18623;12742;0;Up
323180;56;56;6520;6561;9496;9120;2478;19050;21465;7631;0;Up
324316;77;48;2535;6981;6342;2103;1220;26523;40000;4680;0;Up
325003;94;23;3060;4914;110;1059;1596;45393;23965;9809;0;Up
326032;84;44;7356;10129;2721;5239;5373;21331;9501;9738;0;Up
327027;87;37;2818;6252;4628;1100;1870;11630;23684;7674;0;None
328122;87;44;7037;3266;10437;1024;5431;19006;40244;30255;0;None
329044;74;70;3207;6776;428;11697;1608;30482;25275;4845;0;None
330084;84;60;10613;2661;1197;1711;3717;29079;38080;25945;0;None
330973;90;61;1694;4553;8620;5031;4084;28971;19431;7590;0;Left
332000;74;56;439052;43784;8715;5342;2173;10695;30409;11551;0;Left
333079;67;51;15761;16712;3105;4148;3032;19528;9489;13947;0;Left
333954;54;57;14081;20833;4187;5937;1819;38896;13598;5799;0;Left
334995;34;47;103524;31345;3745;577;5713;3395;8093;3355;0;Left
335973;44;54;58109;7949;6934;7837;3507;18626;27859;5832;0;Left
336945;47;60;1291;6488;9295;2439;6852;18184;7513;8378;0;Left
337951;43;77;4455;2294;8626;3891;2799;12325;15785;6900;0;Left
338948;74;78;8146;3354;2755;2005;2911;29404;20297;10190;0;Left
339937;81;69;3331;3865;7428;3675;6796;37329;53584;5538;0;Left
340955;83;74;7787;3859;2521;12613;4419;22990;8489;17371;0;Left
341968;97;51;1649;4652;1007;4496;1952;51386;46310;19608;0;None
342914;96;53;2355;3428;2653;2048;3748;23375;28816;10428;0;None
343917;93;51;7732;9661;4148;3043;1962;29014;50664;24171;0;None
345017;93;30;6033;11388;1086;1898;3777;22194;34869;4480;0;None
348567;81;37;4088;13782;756;5536;7114;24230;12942;14061;0;Right
355018;84;20;3490;13947;2299;2051;3315;22789;17542;9966;0;Right
358034;84;38;3619;8525;5623;6665;5345;31352;22837;12553;0;Right
361108;83;51;116972;5464;1405;6395;2285;7186;5351;1219;0;Right
362635;57;44;120133;59585;2946;1584;5438;6210;3140;1884;0;None
