Attention,Meditation,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,HighGamma,Key
-2.758541691841953,1.2414352005569156,1.2863773477078315,-0.5648027849641807,-0.9581970774998276,-0.9932327633264489,-0.6652569727025245,-1.7609489678691763,-2.032329042482127,-1.904855072689221,0.0
0.8877574894879686,-1.075801177761343,0.6382869116436098,0.1873197420765139,-0.5546203736973928,-0.528709118634999,1.3165242521858604,0.12176244149888787,0.018486634442097537,-0.7978777640842538,1.0
0.8877574894879686,-1.161624747328686,-0.3561882124388729,-0.35295558968574076,0.4893023521093869,0.020965116151997483,2.108094892257361,-0.7671685678102433,-0.2680397508330385,2.4133445772431332,1.0
0.6645146824677693,-1.9340368734347722,-0.06324474194087787,1.064601072217293,-0.6692802076829963,0.15466965974883448,0.40539521251085825,2.061040206167521,-0.9368882527692894,-0.6499091790017862,1.0
1.1110002965081678,-2.2773311517041437,-0.03857734013092824,-0.14370774649660675,0.32119937516439195,0.7018074939797935,2.355271808291567,2.2243088000793745,0.08685945427599266,0.4071540692243348,1.0
-0.37728508362649404,-1.161624747328686,-0.06301339467888538,0.3968275204745785,-0.1027828923134469,-0.5540731241953746,-0.8103390755921673,-1.7565893258421577,-1.7472783295775067,-1.858234833553649,1.0
-0.37728508362649404,-0.21756548208791396,-0.24788877541863683,-0.06390763735491219,0.5991037185532275,-0.24390757048563894,1.239953142327438,0.8160354343016302,0.10751886746321276,1.2871110829082557,1.0
-0.5261136216399602,-0.13174191252057102,-0.19213408527844586,-0.6131507338252725,-0.6006138664260812,-0.384496629877435,-0.9047096101106619,-0.22788084906801906,-0.5459580472801661,-0.37880235359384057,1.0
0.44127187544757,0.1257287961814577,-0.20098311804965874,-0.8352653698564713,2.8647690821953073,-0.18013521364812318,-0.5702147617817631,1.5358123329624322,-0.6277348911462457,-0.5916338800823213,1.0
1.1110002965081678,0.3831995048834864,-0.2936087780699034,-0.37323053598232764,1.2669810566275619,-0.5301584903813062,0.2734107994654193,-0.5375244240370286,0.6130596270623905,-0.19536184742995955,1.0
0.8877574894879686,0.1257287961814577,-0.17917863860686623,0.37005419395472655,-0.8785182098149168,0.2253265323813093,2.078541130557619,-0.4089149842399743,-1.0048921545105556,-0.8984659974365478,1.0
0.44127187544757,0.29737593531614354,1.0763140338186474,1.0764281242236353,1.0013848310111924,-0.6384990284177676,0.10347666969190243,0.16263408550218902,1.390615993626633,1.315995361503121,1.0
-0.30287081461976095,0.6406702135855151,0.6204442540624387,-0.6782645036623882,-0.3525081239600579,-0.5145777441085041,-0.98866916039402,-1.7285786258185618,-1.9061590548030327,-0.4411315863511814,1.0
-1.8655704637611559,1.842200187528316,-0.15312315322496164,0.9628364379209626,-0.1163866014303829,2.104437001468563,2.754247591238085,0.07424234340438307,-1.384385899128182,-0.5936608470012592,0.0
-1.195842042700558,-0.13174191252057102,-0.00835760403315877,0.6658604617177507,-0.3437628823848847,-0.7899583759068675,-0.4214384386796525,1.6403347505602077,-0.27271271333967156,1.9134438608600706,0.0
-0.15404227660629474,-1.6765661647327434,-0.3776167525809276,0.16392557327275978,-0.6890379756861652,0.014080600357038396,2.8113400854307686,0.3997986117720112,-0.037711888335042874,0.0648500307886949,3.0
1.1110002965081678,-0.38921262122259975,-0.31526866547395055,-0.8711364286888943,-0.38846078376910304,2.7385371404779524,-0.07720428251788423,0.022471594333534944,-1.4624735620679723,-0.5893535422985161,3.0
1.1110002965081678,-0.38921262122259975,-0.02212276612171214,0.2788169356200855,-1.145733924611874,-0.21129670619372748,-0.27366963018094226,-0.766623612556866,-0.8827802658503796,1.1632127299881758,3.0
0.5901004134610363,-0.13174191252057102,-0.3087909421381608,-0.8251278967081779,-0.9931780438005202,-1.026568313491514,-1.3893241343462048,-1.549724311660116,-1.8082727875588231,-1.7401640105255156,3.0
-0.6005278906466933,-1.5907425951654006,-0.35809682735031095,-0.8454028430047648,-0.7000505021141611,-0.06309844513381872,0.3479668801170413,-0.6309297544659062,1.6317654535084105,0.9220036666345645,3.0
-1.121427773693825,1.4989059092589443,-0.3296411141252342,2.644487272097487,-1.1194981998863547,0.2372838492883435,0.652907966746198,-0.05033442751767884,1.793105632684796,-0.1755989199703149,0.0
-0.6005278906466933,0.6406702135855151,-0.17342387546480295,-0.6326458744950676,-0.37226589196322685,-0.32036193010334246,0.6115998680067858,0.5838844963628795,-0.10301039073036357,-1.0129896283565398,0.0
-0.15404227660629474,-1.161624747328686,-0.20242903843711182,-0.7574147747817562,-0.2446501445329224,1.392070788158586,0.4786079403579465,-1.4913051084980642,-0.43405289251605716,0.16062421770851124,0.0
0.8133432204812355,-1.4190954560307147,-0.34600893291120316,-0.6923010049446406,-0.9300179657576031,-0.9696804724489574,1.8622613290276884,-0.05033442751767884,0.13149854348409323,-1.3193150039810317,0.0
-0.30287081461976095,-0.13174191252057102,0.4118846973762058,1.6832468694721239,0.23730983560995325,4.131383388679149,1.2651410074124454,-0.8509826857796795,0.49709637327936335,-0.80649237348974,4.0
-0.6005278906466933,0.3831995048834864,2.0552599729398837,3.5131907403435565,2.1687126323787482,-0.04932941354390055,0.9961346083045659,-0.13796323226075652,0.19138624718752295,-0.1320191312131498,4.0
0.44127187544757,-1.4190954560307147,-0.13114516333567475,-0.7680721183479109,-1.0045144680646336,-0.27905483533358794,1.9119653827954364,0.6024129749777094,0.19359975574329655,-0.05904832213138496,4.0
-0.15404227660629474,-0.4750361907899427,-0.08909779846853903,1.4547638208221254,0.8915834645673516,0.2807650016775588,1.8662913874412894,2.552698835764565,1.496003595420964,-1.068224476897598,4.0
0.8133432204812355,-1.3332718864633717,-0.27848445081714407,-0.6492817278666261,-0.7680690476988411,0.20865875729877678,-0.2733337919798088,-0.3534385394461602,0.21425916893051664,-0.9260834217070768,4.0
1.1110002965081678,-0.21756548208791396,0.12773242283392558,0.06580003190145782,-0.31979444251218797,0.9779128116513105,-0.6867506175750642,0.18563119719471316,-0.5546891088057174,-1.2681340892778494,4.0
1.1110002965081678,0.1257287961814577,-0.10185081628587524,-1.0117613767203495,-0.7421572208094391,0.5626678063343046,0.25561137480534735,0.3299353482890351,1.374506570248503,-0.42162202975640395,4.0
0.8877574894879686,0.7264937831528581,-0.14094850356260666,-0.48175348571085364,-1.2066267178019685,0.3880185109042898,-1.0464333309889704,-1.5538659715857839,0.7916159838947928,-0.316726491701367,4.0
0.5901004134610363,0.8981409222875439,-0.2654133305145682,-0.10809662287311439,0.0999771530961231,-0.4754447069582103,-0.5964101414701708,-0.6271150676922647,1.5089157286629766,0.19989670176293328,4.0
0.8133432204812355,0.8981409222875439,-0.3322726892303989,-0.5145053220361094,-0.8888829405706775,0.9949429296704198,-0.8126899430001013,0.20078095323860345,0.5006625815081097,2.8985497834638956,4.0
0.8133432204812355,0.6406702135855151,0.22712499026745064,-0.4638179562946422,-0.5355104013664589,-0.013095119886221154,0.2841576219016891,0.8678061833724783,1.0097695493360337,-0.4330237186754297,4.0
1.1110002965081678,0.7264937831528581,-0.15954303974525333,-0.32618226316588883,1.5387313411301644,-0.5207375740303095,-0.9510552818670756,-0.7465692592325796,-1.3235144138444086,0.3090995445207133,4.0
0.6645146824677693,0.8981409222875439,-0.2368708620662443,1.3463708386980646,2.1664453475259258,-0.655529146436877,-1.2781616897710388,-0.04488487498390535,-1.4854694565085091,1.668940976263185,4.0
0.44127187544757,0.8981409222875439,0.07235367199447243,0.031618551927083766,0.4941608196511497,-0.16527915324847464,-0.6048060964985067,-0.18679122296336695,-0.43638937376937376,-0.35270515451251494,4.0
0.3668576064408369,0.3831995048834864,-0.14603814332644152,-0.13824910710906413,-0.8655622963702158,-0.3692782265412097,0.9638941409957564,0.2570203353871458,-1.4309925514969704,-0.1710382444027046,0.0
0.8133432204812355,0.1257287961814577,0.03649484638563592,-0.8110913954259253,-0.8516346894171622,1.2424231553523701,-0.6766754715410612,0.05843864105643996,-0.06218345514609526,1.0198048204733186,0.0
0.8877574894879686,-0.13174191252057102,-0.25980315941125026,0.5941183440529048,0.34937848690661655,-0.14027749062467584,-0.5816332606202999,-0.48967735279049734,-0.2513154639671936,-0.3423169490529582,0.0
-0.07962800759956164,-0.4750361907899427,-0.04363806148701404,1.0898147874835613,-1.0748002985021363,0.2930846615211698,1.632883837653554,-0.631583700769959,0.1291620622307767,-0.2782141202415467,2.0
0.3668576064408369,-2.191507582136801,-0.1045980650220361,-0.5854676340741636,-1.1045988994249485,-0.6359626278617301,-0.9057171247140622,0.8549452393927728,0.5957204767088308,0.8510598244717374,2.0
1.1110002965081678,-1.6765661647327434,-0.09019669796300338,-0.7545554874835196,-0.7282296138563856,1.295325224092582,-0.04664300621474188,0.28132533968777557,-0.5705525867887614,1.0215784165273893,2.0
1.1110002965081678,-1.161624747328686,-0.3429725000975517,-0.20089349246133903,-0.8639428071896282,-0.23086322476887436,-0.7864945633116937,0.3265566257180955,0.37412367573638655,-1.2876436458726268,2.0
